Episode: 1, v_vector: tensor([[-0.0030,  0.0268, -0.0014, -0.0084,  0.0029]], device='cuda:0') 
Episode: 2, v_vector: tensor([[-0.0026,  0.0272, -0.0018, -0.0080,  0.0025]], device='cuda:0') 
Episode: 3, v_vector: tensor([[-0.0022,  0.0275, -0.0016, -0.0081,  0.0022]], device='cuda:0') 
Episode: 4, v_vector: tensor([[-0.0019,  0.0277, -0.0012, -0.0084,  0.0019]], device='cuda:0') 
Episode: 5, v_vector: tensor([[-0.0017,  0.0281, -0.0010, -0.0087,  0.0016]], device='cuda:0') 
Episode: 6, v_vector: tensor([[-0.0016,  0.0284, -0.0007, -0.0090,  0.0014]], device='cuda:0') 
Episode: 7, v_vector: tensor([[-0.0017,  0.0288, -0.0008, -0.0093,  0.0011]], device='cuda:0') 
Episode: 8, v_vector: tensor([[-0.0019,  0.0291, -0.0008, -0.0097,  0.0010]], device='cuda:0') 
Episode: 9, v_vector: tensor([[-0.0022,  0.0295, -0.0008, -0.0099,  0.0009]], device='cuda:0') 
Episode: 10, v_vector: tensor([[-0.0025,  0.0299, -0.0009, -0.0101,  0.0007]], device='cuda:0') 
Episode: 11, v_vector: tensor([[-0.0028,  0.0303, -0.0010, -0.0103,  0.0007]], device='cuda:0') 
Episode: 12, v_vector: tensor([[-0.0031,  0.0307, -0.0012, -0.0106,  0.0005]], device='cuda:0') 
Episode: 13, v_vector: tensor([[-0.0035,  0.0311, -0.0014, -0.0107,  0.0004]], device='cuda:0') 
Episode: 14, v_vector: tensor([[-0.0039,  0.0315, -0.0016, -0.0108,  0.0003]], device='cuda:0') 
Episode: 15, v_vector: tensor([[-0.0043,  0.0319, -0.0019, -0.0109,  0.0001]], device='cuda:0') 
Episode: 16, v_vector: tensor([[-4.6830e-03,  3.2365e-02, -2.1395e-03, -1.1081e-02,  4.0204e-05]],
       device='cuda:0') 
Episode: 17, v_vector: tensor([[-5.0982e-03,  3.2793e-02, -2.4438e-03, -1.1267e-02, -5.3368e-05]],
       device='cuda:0') 
Episode: 18, v_vector: tensor([[-0.0055,  0.0332, -0.0028, -0.0114, -0.0001]], device='cuda:0') 
Episode: 19, v_vector: tensor([[-0.0060,  0.0337, -0.0031, -0.0116, -0.0002]], device='cuda:0') 
Episode: 20, v_vector: tensor([[-0.0064,  0.0341, -0.0035, -0.0117, -0.0003]], device='cuda:0') 
Episode: 21, v_vector: tensor([[-0.0068,  0.0346, -0.0038, -0.0119, -0.0004]], device='cuda:0') 
Episode: 22, v_vector: tensor([[-0.0073,  0.0350, -0.0042, -0.0121, -0.0005]], device='cuda:0') 
Episode: 23, v_vector: tensor([[-0.0078,  0.0355, -0.0046, -0.0124, -0.0005]], device='cuda:0') 
Episode: 24, v_vector: tensor([[-0.0082,  0.0359, -0.0050, -0.0126, -0.0006]], device='cuda:0') 
Episode: 25, v_vector: tensor([[-0.0087,  0.0364, -0.0054, -0.0129, -0.0007]], device='cuda:0') 
Episode: 26, v_vector: tensor([[-0.0092,  0.0369, -0.0058, -0.0131, -0.0007]], device='cuda:0') 
Episode: 27, v_vector: tensor([[-0.0097,  0.0374, -0.0062, -0.0135, -0.0008]], device='cuda:0') 
Episode: 28, v_vector: tensor([[-0.0101,  0.0378, -0.0067, -0.0138, -0.0008]], device='cuda:0') 
Episode: 29, v_vector: tensor([[-0.0106,  0.0383, -0.0071, -0.0142, -0.0010]], device='cuda:0') 
Episode: 30, v_vector: tensor([[-0.0111,  0.0388, -0.0076, -0.0146, -0.0011]], device='cuda:0') 
Episode: 31, v_vector: tensor([[-0.0115,  0.0393, -0.0080, -0.0150, -0.0013]], device='cuda:0') 
Episode: 32, v_vector: tensor([[-0.0120,  0.0398, -0.0085, -0.0155, -0.0015]], device='cuda:0') 
Episode: 33, v_vector: tensor([[-0.0125,  0.0403, -0.0090, -0.0159, -0.0016]], device='cuda:0') 
Episode: 34, v_vector: tensor([[-0.0128,  0.0405, -0.0093, -0.0162, -0.0015]], device='cuda:0') 
Episode: 35, v_vector: tensor([[-0.0131,  0.0408, -0.0096, -0.0165, -0.0017]], device='cuda:0') 
Episode: 36, v_vector: tensor([[-0.0135,  0.0412, -0.0100, -0.0169, -0.0020]], device='cuda:0') 
Episode: 37, v_vector: tensor([[-0.0139,  0.0416, -0.0104, -0.0173, -0.0023]], device='cuda:0') 
Episode: 38, v_vector: tensor([[-0.0144,  0.0421, -0.0109, -0.0178, -0.0026]], device='cuda:0') 
Episode: 39, v_vector: tensor([[-0.0148,  0.0426, -0.0113, -0.0182, -0.0029]], device='cuda:0') 
Episode: 40, v_vector: tensor([[-0.0153,  0.0431, -0.0118, -0.0187, -0.0033]], device='cuda:0') 
Episode: 41, v_vector: tensor([[-0.0158,  0.0435, -0.0123, -0.0192, -0.0037]], device='cuda:0') 
Episode: 42, v_vector: tensor([[-0.0163,  0.0440, -0.0128, -0.0197, -0.0039]], device='cuda:0') 
Episode: 43, v_vector: tensor([[-0.0168,  0.0445, -0.0133, -0.0202, -0.0041]], device='cuda:0') 
Episode: 44, v_vector: tensor([[-0.0173,  0.0450, -0.0138, -0.0207, -0.0043]], device='cuda:0') 
Episode: 45, v_vector: tensor([[-0.0177,  0.0455, -0.0143, -0.0211, -0.0044]], device='cuda:0') 
Episode: 46, v_vector: tensor([[-0.0182,  0.0459, -0.0147, -0.0216, -0.0045]], device='cuda:0') 
Episode: 47, v_vector: tensor([[-0.0187,  0.0464, -0.0152, -0.0220, -0.0046]], device='cuda:0') 
Episode: 48, v_vector: tensor([[-0.0191,  0.0468, -0.0156, -0.0224, -0.0046]], device='cuda:0') 
Episode: 49, v_vector: tensor([[-0.0195,  0.0473, -0.0161, -0.0229, -0.0046]], device='cuda:0') 
Episode: 50, v_vector: tensor([[-0.0199,  0.0477, -0.0165, -0.0232, -0.0046]], device='cuda:0') 
Episode: 51, v_vector: tensor([[-0.0203,  0.0480, -0.0168, -0.0236, -0.0046]], device='cuda:0') 
Episode: 52, v_vector: tensor([[-0.0207,  0.0484, -0.0172, -0.0240, -0.0047]], device='cuda:0') 
Episode: 53, v_vector: tensor([[-0.0210,  0.0487, -0.0176, -0.0243, -0.0047]], device='cuda:0') 
Episode: 54, v_vector: tensor([[-0.0214,  0.0491, -0.0179, -0.0246, -0.0047]], device='cuda:0') 
Episode: 55, v_vector: tensor([[-0.0217,  0.0494, -0.0182, -0.0249, -0.0047]], device='cuda:0') 
Episode: 56, v_vector: tensor([[-0.0220,  0.0497, -0.0185, -0.0252, -0.0048]], device='cuda:0') 
Episode: 57, v_vector: tensor([[-0.0223,  0.0500, -0.0188, -0.0255, -0.0049]], device='cuda:0') 
Episode: 58, v_vector: tensor([[-0.0226,  0.0502, -0.0191, -0.0257, -0.0049]], device='cuda:0') 
Episode: 59, v_vector: tensor([[-0.0228,  0.0505, -0.0193, -0.0259, -0.0050]], device='cuda:0') 
Episode: 60, v_vector: tensor([[-0.0230,  0.0507, -0.0196, -0.0262, -0.0051]], device='cuda:0') 
Episode: 61, v_vector: tensor([[-0.0232,  0.0509, -0.0198, -0.0264, -0.0052]], device='cuda:0') 
Episode: 62, v_vector: tensor([[-0.0235,  0.0511, -0.0200, -0.0266, -0.0052]], device='cuda:0') 
Episode: 63, v_vector: tensor([[-0.0236,  0.0513, -0.0202, -0.0267, -0.0053]], device='cuda:0') 
Episode: 64, v_vector: tensor([[-0.0238,  0.0515, -0.0204, -0.0269, -0.0054]], device='cuda:0') 
Episode: 65, v_vector: tensor([[-0.0240,  0.0517, -0.0205, -0.0271, -0.0056]], device='cuda:0') 
Episode: 66, v_vector: tensor([[-0.0242,  0.0518, -0.0207, -0.0272, -0.0057]], device='cuda:0') 
Episode: 67, v_vector: tensor([[-0.0244,  0.0520, -0.0209, -0.0274, -0.0059]], device='cuda:0') 
Episode: 68, v_vector: tensor([[-0.0245,  0.0522, -0.0211, -0.0276, -0.0060]], device='cuda:0') 
Episode: 69, v_vector: tensor([[-0.0247,  0.0523, -0.0212, -0.0277, -0.0061]], device='cuda:0') 
Episode: 70, v_vector: tensor([[-0.0249,  0.0525, -0.0214, -0.0279, -0.0064]], device='cuda:0') 
Episode: 71, v_vector: tensor([[-0.0251,  0.0527, -0.0216, -0.0280, -0.0066]], device='cuda:0') 
Episode: 72, v_vector: tensor([[-0.0252,  0.0528, -0.0218, -0.0282, -0.0068]], device='cuda:0') 
Episode: 73, v_vector: tensor([[-0.0254,  0.0530, -0.0220, -0.0283, -0.0069]], device='cuda:0') 
Episode: 74, v_vector: tensor([[-0.0256,  0.0532, -0.0221, -0.0285, -0.0069]], device='cuda:0') 
Episode: 75, v_vector: tensor([[-0.0258,  0.0533, -0.0223, -0.0286, -0.0069]], device='cuda:0') 
Episode: 76, v_vector: tensor([[-0.0259,  0.0535, -0.0225, -0.0288, -0.0070]], device='cuda:0') 
Episode: 77, v_vector: tensor([[-0.0261,  0.0537, -0.0227, -0.0289, -0.0072]], device='cuda:0') 
Episode: 78, v_vector: tensor([[-0.0263,  0.0539, -0.0228, -0.0291, -0.0074]], device='cuda:0') 
Episode: 79, v_vector: tensor([[-0.0265,  0.0540, -0.0230, -0.0293, -0.0077]], device='cuda:0') 
Episode: 80, v_vector: tensor([[-0.0267,  0.0542, -0.0232, -0.0294, -0.0079]], device='cuda:0') 
Episode: 81, v_vector: tensor([[-0.0270,  0.0544, -0.0235, -0.0297, -0.0082]], device='cuda:0') 
Episode: 82, v_vector: tensor([[-0.0273,  0.0547, -0.0237, -0.0299, -0.0085]], device='cuda:0') 
Episode: 83, v_vector: tensor([[-0.0275,  0.0549, -0.0240, -0.0302, -0.0088]], device='cuda:0') 
Episode: 84, v_vector: tensor([[-0.0278,  0.0552, -0.0243, -0.0304, -0.0092]], device='cuda:0') 
Episode: 85, v_vector: tensor([[-0.0281,  0.0554, -0.0245, -0.0307, -0.0096]], device='cuda:0') 
Episode: 86, v_vector: tensor([[-0.0283,  0.0557, -0.0248, -0.0309, -0.0099]], device='cuda:0') 
Episode: 87, v_vector: tensor([[-0.0286,  0.0559, -0.0251, -0.0311, -0.0102]], device='cuda:0') 
Episode: 88, v_vector: tensor([[-0.0289,  0.0562, -0.0253, -0.0314, -0.0105]], device='cuda:0') 
Episode: 89, v_vector: tensor([[-0.0292,  0.0564, -0.0256, -0.0316, -0.0108]], device='cuda:0') 
Episode: 90, v_vector: tensor([[-0.0295,  0.0567, -0.0259, -0.0318, -0.0110]], device='cuda:0') 
Episode: 91, v_vector: tensor([[-0.0297,  0.0569, -0.0262, -0.0320, -0.0111]], device='cuda:0') 
Episode: 92, v_vector: tensor([[-0.0300,  0.0572, -0.0264, -0.0322, -0.0111]], device='cuda:0') 
Episode: 93, v_vector: tensor([[-0.0303,  0.0574, -0.0267, -0.0324, -0.0111]], device='cuda:0') 
Episode: 94, v_vector: tensor([[-0.0306,  0.0577, -0.0270, -0.0326, -0.0110]], device='cuda:0') 
Episode: 95, v_vector: tensor([[-0.0308,  0.0579, -0.0273, -0.0329, -0.0110]], device='cuda:0') 
Episode: 96, v_vector: tensor([[-0.0311,  0.0582, -0.0276, -0.0331, -0.0109]], device='cuda:0') 
Episode: 97, v_vector: tensor([[-0.0314,  0.0584, -0.0278, -0.0333, -0.0108]], device='cuda:0') 
Episode: 98, v_vector: tensor([[-0.0316,  0.0586, -0.0280, -0.0335, -0.0108]], device='cuda:0') 
Episode: 99, v_vector: tensor([[-0.0318,  0.0588, -0.0282, -0.0337, -0.0105]], device='cuda:0') 
Episode: 100, v_vector: tensor([[-0.0320,  0.0590, -0.0284, -0.0339, -0.0102]], device='cuda:0') 
Episode: 101, v_vector: tensor([[-0.0322,  0.0592, -0.0286, -0.0340, -0.0098]], device='cuda:0') 
Episode: 102, v_vector: tensor([[-0.0324,  0.0593, -0.0287, -0.0342, -0.0094]], device='cuda:0') 
Episode: 103, v_vector: tensor([[-0.0325,  0.0595, -0.0289, -0.0343, -0.0090]], device='cuda:0') 
Episode: 104, v_vector: tensor([[-0.0327,  0.0596, -0.0291, -0.0344, -0.0086]], device='cuda:0') 
Episode: 105, v_vector: tensor([[-0.0328,  0.0597, -0.0292, -0.0346, -0.0082]], device='cuda:0') 
Episode: 106, v_vector: tensor([[-0.0330,  0.0598, -0.0293, -0.0347, -0.0079]], device='cuda:0') 
Episode: 107, v_vector: tensor([[-0.0332,  0.0600, -0.0295, -0.0348, -0.0075]], device='cuda:0') 
Episode: 108, v_vector: tensor([[-0.0334,  0.0602, -0.0297, -0.0350, -0.0073]], device='cuda:0') 
Episode: 109, v_vector: tensor([[-0.0336,  0.0604, -0.0299, -0.0351, -0.0070]], device='cuda:0') 
Episode: 110, v_vector: tensor([[-0.0338,  0.0605, -0.0301, -0.0353, -0.0068]], device='cuda:0') 
Episode: 111, v_vector: tensor([[-0.0340,  0.0607, -0.0303, -0.0354, -0.0066]], device='cuda:0') 
Episode: 112, v_vector: tensor([[-0.0343,  0.0610, -0.0305, -0.0356, -0.0065]], device='cuda:0') 
Episode: 113, v_vector: tensor([[-0.0345,  0.0612, -0.0307, -0.0358, -0.0062]], device='cuda:0') 
Episode: 114, v_vector: tensor([[-0.0348,  0.0614, -0.0309, -0.0360, -0.0061]], device='cuda:0') 
Episode: 115, v_vector: tensor([[-0.0350,  0.0616, -0.0311, -0.0361, -0.0059]], device='cuda:0') 
Episode: 116, v_vector: tensor([[-0.0352,  0.0618, -0.0313, -0.0363, -0.0058]], device='cuda:0') 
