Episode: 1, v_vector: tensor([[0.2000, 0.2000, 0.2000, 0.2000, 0.2000]], device='cuda:0') 
Episode: 2, v_vector: tensor([[0.1996, 0.2004, 0.2004, 0.2004, 0.1996]], device='cuda:0') 
Episode: 3, v_vector: tensor([[0.1992, 0.2008, 0.2008, 0.2008, 0.1993]], device='cuda:0') 
Episode: 4, v_vector: tensor([[0.1988, 0.2012, 0.2011, 0.2011, 0.1992]], device='cuda:0') 
Episode: 5, v_vector: tensor([[0.1986, 0.2016, 0.2015, 0.2013, 0.1991]], device='cuda:0') 
Episode: 6, v_vector: tensor([[0.1985, 0.2019, 0.2019, 0.2015, 0.1991]], device='cuda:0') 
Episode: 7, v_vector: tensor([[0.1986, 0.2022, 0.2023, 0.2017, 0.1992]], device='cuda:0') 
Episode: 8, v_vector: tensor([[0.1988, 0.2024, 0.2026, 0.2019, 0.1992]], device='cuda:0') 
Episode: 9, v_vector: tensor([[0.1990, 0.2026, 0.2028, 0.2021, 0.1991]], device='cuda:0') 
Episode: 10, v_vector: tensor([[0.1992, 0.2029, 0.2031, 0.2023, 0.1990]], device='cuda:0') 
Episode: 11, v_vector: tensor([[0.1995, 0.2032, 0.2034, 0.2025, 0.1991]], device='cuda:0') 
Episode: 12, v_vector: tensor([[0.1997, 0.2035, 0.2037, 0.2027, 0.1991]], device='cuda:0') 
Episode: 13, v_vector: tensor([[0.2000, 0.2038, 0.2040, 0.2030, 0.1992]], device='cuda:0') 
Episode: 14, v_vector: tensor([[0.2002, 0.2042, 0.2043, 0.2033, 0.1993]], device='cuda:0') 
Episode: 15, v_vector: tensor([[0.2005, 0.2046, 0.2047, 0.2036, 0.1994]], device='cuda:0') 
Episode: 16, v_vector: tensor([[0.2008, 0.2050, 0.2051, 0.2039, 0.1995]], device='cuda:0') 
Episode: 17, v_vector: tensor([[0.2011, 0.2054, 0.2055, 0.2042, 0.1997]], device='cuda:0') 
Episode: 18, v_vector: tensor([[0.2014, 0.2058, 0.2059, 0.2045, 0.1999]], device='cuda:0') 
Episode: 19, v_vector: tensor([[0.2018, 0.2062, 0.2063, 0.2049, 0.2001]], device='cuda:0') 
Episode: 20, v_vector: tensor([[0.2022, 0.2066, 0.2067, 0.2052, 0.2003]], device='cuda:0') 
Episode: 21, v_vector: tensor([[0.2026, 0.2070, 0.2071, 0.2056, 0.2005]], device='cuda:0') 
Episode: 22, v_vector: tensor([[0.2030, 0.2074, 0.2075, 0.2060, 0.2007]], device='cuda:0') 
Episode: 23, v_vector: tensor([[0.2033, 0.2078, 0.2079, 0.2064, 0.2009]], device='cuda:0') 
Episode: 24, v_vector: tensor([[0.2036, 0.2079, 0.2080, 0.2064, 0.2012]], device='cuda:0') 
Episode: 25, v_vector: tensor([[0.2037, 0.2079, 0.2080, 0.2064, 0.2013]], device='cuda:0') 
Episode: 26, v_vector: tensor([[0.2038, 0.2078, 0.2080, 0.2063, 0.2012]], device='cuda:0') 
Episode: 27, v_vector: tensor([[0.2040, 0.2077, 0.2080, 0.2062, 0.2011]], device='cuda:0') 
Episode: 28, v_vector: tensor([[0.2042, 0.2077, 0.2080, 0.2062, 0.2011]], device='cuda:0') 
Episode: 29, v_vector: tensor([[0.2044, 0.2078, 0.2081, 0.2063, 0.2011]], device='cuda:0') 
Episode: 30, v_vector: tensor([[0.2047, 0.2079, 0.2083, 0.2065, 0.2011]], device='cuda:0') 
Episode: 31, v_vector: tensor([[0.2050, 0.2082, 0.2085, 0.2067, 0.2012]], device='cuda:0') 
Episode: 32, v_vector: tensor([[0.2054, 0.2085, 0.2089, 0.2070, 0.2014]], device='cuda:0') 
Episode: 33, v_vector: tensor([[0.2057, 0.2088, 0.2092, 0.2073, 0.2016]], device='cuda:0') 
Episode: 34, v_vector: tensor([[0.2061, 0.2091, 0.2096, 0.2076, 0.2018]], device='cuda:0') 
Episode: 35, v_vector: tensor([[0.2065, 0.2095, 0.2100, 0.2080, 0.2020]], device='cuda:0') 
Episode: 36, v_vector: tensor([[0.2069, 0.2099, 0.2104, 0.2084, 0.2020]], device='cuda:0') 
Episode: 37, v_vector: tensor([[0.2073, 0.2103, 0.2108, 0.2089, 0.2020]], device='cuda:0') 
Episode: 38, v_vector: tensor([[0.2078, 0.2108, 0.2113, 0.2093, 0.2023]], device='cuda:0') 
Episode: 39, v_vector: tensor([[0.2081, 0.2112, 0.2117, 0.2097, 0.2026]], device='cuda:0') 
Episode: 40, v_vector: tensor([[0.2085, 0.2117, 0.2121, 0.2102, 0.2029]], device='cuda:0') 
Episode: 41, v_vector: tensor([[0.2090, 0.2121, 0.2126, 0.2107, 0.2033]], device='cuda:0') 
Episode: 42, v_vector: tensor([[0.2095, 0.2126, 0.2130, 0.2111, 0.2037]], device='cuda:0') 
Episode: 43, v_vector: tensor([[0.2099, 0.2131, 0.2135, 0.2116, 0.2040]], device='cuda:0') 
Episode: 44, v_vector: tensor([[0.2104, 0.2136, 0.2140, 0.2121, 0.2044]], device='cuda:0') 
Episode: 45, v_vector: tensor([[0.2109, 0.2141, 0.2145, 0.2127, 0.2048]], device='cuda:0') 
Episode: 46, v_vector: tensor([[0.2113, 0.2146, 0.2150, 0.2130, 0.2049]], device='cuda:0') 
Episode: 47, v_vector: tensor([[0.2118, 0.2150, 0.2155, 0.2134, 0.2050]], device='cuda:0') 
Episode: 48, v_vector: tensor([[0.2122, 0.2155, 0.2160, 0.2138, 0.2054]], device='cuda:0') 
Episode: 49, v_vector: tensor([[0.2127, 0.2160, 0.2164, 0.2142, 0.2057]], device='cuda:0') 
Episode: 50, v_vector: tensor([[0.2131, 0.2164, 0.2168, 0.2145, 0.2059]], device='cuda:0') 
Episode: 51, v_vector: tensor([[0.2133, 0.2166, 0.2169, 0.2149, 0.2058]], device='cuda:0') 
Episode: 52, v_vector: tensor([[0.2137, 0.2169, 0.2169, 0.2153, 0.2056]], device='cuda:0') 
Episode: 53, v_vector: tensor([[0.2142, 0.2173, 0.2172, 0.2157, 0.2055]], device='cuda:0') 
Episode: 54, v_vector: tensor([[0.2141, 0.2171, 0.2171, 0.2155, 0.2053]], device='cuda:0') 
Episode: 55, v_vector: tensor([[0.2141, 0.2171, 0.2171, 0.2154, 0.2051]], device='cuda:0') 
Episode: 56, v_vector: tensor([[0.2143, 0.2173, 0.2174, 0.2154, 0.2052]], device='cuda:0') 
Episode: 57, v_vector: tensor([[0.2145, 0.2175, 0.2176, 0.2155, 0.2055]], device='cuda:0') 
Episode: 58, v_vector: tensor([[0.2148, 0.2177, 0.2179, 0.2155, 0.2057]], device='cuda:0') 
Episode: 59, v_vector: tensor([[0.2149, 0.2180, 0.2181, 0.2156, 0.2060]], device='cuda:0') 
Episode: 60, v_vector: tensor([[0.2146, 0.2177, 0.2178, 0.2158, 0.2057]], device='cuda:0') 
Episode: 61, v_vector: tensor([[0.2143, 0.2174, 0.2176, 0.2160, 0.2054]], device='cuda:0') 
Episode: 62, v_vector: tensor([[0.2141, 0.2172, 0.2173, 0.2161, 0.2052]], device='cuda:0') 
Episode: 63, v_vector: tensor([[0.2139, 0.2169, 0.2171, 0.2163, 0.2050]], device='cuda:0') 
Episode: 64, v_vector: tensor([[0.2137, 0.2167, 0.2169, 0.2164, 0.2048]], device='cuda:0') 
Episode: 65, v_vector: tensor([[0.2135, 0.2165, 0.2167, 0.2167, 0.2046]], device='cuda:0') 
Episode: 66, v_vector: tensor([[0.2133, 0.2164, 0.2165, 0.2170, 0.2045]], device='cuda:0') 
Episode: 67, v_vector: tensor([[0.2132, 0.2162, 0.2164, 0.2172, 0.2043]], device='cuda:0') 
Episode: 68, v_vector: tensor([[0.2130, 0.2161, 0.2163, 0.2174, 0.2042]], device='cuda:0') 
Episode: 69, v_vector: tensor([[0.2129, 0.2160, 0.2161, 0.2177, 0.2041]], device='cuda:0') 
Episode: 70, v_vector: tensor([[0.2128, 0.2158, 0.2160, 0.2179, 0.2040]], device='cuda:0') 
Episode: 71, v_vector: tensor([[0.2127, 0.2157, 0.2159, 0.2181, 0.2039]], device='cuda:0') 
Episode: 72, v_vector: tensor([[0.2126, 0.2157, 0.2158, 0.2182, 0.2038]], device='cuda:0') 
Episode: 73, v_vector: tensor([[0.2125, 0.2156, 0.2158, 0.2184, 0.2037]], device='cuda:0') 
Episode: 74, v_vector: tensor([[0.2124, 0.2155, 0.2157, 0.2186, 0.2036]], device='cuda:0') 
Episode: 75, v_vector: tensor([[0.2124, 0.2154, 0.2156, 0.2187, 0.2036]], device='cuda:0') 
Episode: 76, v_vector: tensor([[0.2123, 0.2154, 0.2156, 0.2188, 0.2035]], device='cuda:0') 
Episode: 77, v_vector: tensor([[0.2123, 0.2153, 0.2155, 0.2190, 0.2035]], device='cuda:0') 
Episode: 78, v_vector: tensor([[0.2122, 0.2153, 0.2155, 0.2192, 0.2034]], device='cuda:0') 
Episode: 79, v_vector: tensor([[0.2122, 0.2152, 0.2154, 0.2194, 0.2034]], device='cuda:0') 
Episode: 80, v_vector: tensor([[0.2121, 0.2152, 0.2154, 0.2195, 0.2033]], device='cuda:0') 
Episode: 81, v_vector: tensor([[0.2121, 0.2151, 0.2153, 0.2197, 0.2033]], device='cuda:0') 
Episode: 82, v_vector: tensor([[0.2121, 0.2151, 0.2153, 0.2198, 0.2033]], device='cuda:0') 
Episode: 83, v_vector: tensor([[0.2120, 0.2151, 0.2153, 0.2200, 0.2033]], device='cuda:0') 
Episode: 84, v_vector: tensor([[0.2120, 0.2150, 0.2152, 0.2201, 0.2032]], device='cuda:0') 
Episode: 85, v_vector: tensor([[0.2120, 0.2150, 0.2152, 0.2202, 0.2032]], device='cuda:0') 
Episode: 86, v_vector: tensor([[0.2120, 0.2150, 0.2152, 0.2204, 0.2032]], device='cuda:0') 
Episode: 87, v_vector: tensor([[0.2119, 0.2150, 0.2152, 0.2205, 0.2032]], device='cuda:0') 
Episode: 88, v_vector: tensor([[0.2119, 0.2149, 0.2152, 0.2206, 0.2031]], device='cuda:0') 
Episode: 89, v_vector: tensor([[0.2119, 0.2149, 0.2151, 0.2207, 0.2031]], device='cuda:0') 
Episode: 90, v_vector: tensor([[0.2119, 0.2149, 0.2151, 0.2208, 0.2031]], device='cuda:0') 
Episode: 91, v_vector: tensor([[0.2119, 0.2149, 0.2151, 0.2209, 0.2031]], device='cuda:0') 
Episode: 92, v_vector: tensor([[0.2119, 0.2149, 0.2151, 0.2210, 0.2031]], device='cuda:0') 
Episode: 93, v_vector: tensor([[0.2119, 0.2149, 0.2151, 0.2212, 0.2031]], device='cuda:0') 
Episode: 94, v_vector: tensor([[0.2118, 0.2149, 0.2151, 0.2212, 0.2031]], device='cuda:0') 
Episode: 95, v_vector: tensor([[0.2118, 0.2149, 0.2151, 0.2213, 0.2031]], device='cuda:0') 
Episode: 96, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2214, 0.2031]], device='cuda:0') 
Episode: 97, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2215, 0.2031]], device='cuda:0') 
Episode: 98, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2216, 0.2031]], device='cuda:0') 
Episode: 99, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2216, 0.2030]], device='cuda:0') 
Episode: 100, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2217, 0.2030]], device='cuda:0') 
Episode: 101, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2217, 0.2030]], device='cuda:0') 
Episode: 102, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2218, 0.2030]], device='cuda:0') 
Episode: 103, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2218, 0.2030]], device='cuda:0') 
Episode: 104, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2219, 0.2030]], device='cuda:0') 
Episode: 105, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2220, 0.2030]], device='cuda:0') 
Episode: 106, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2220, 0.2030]], device='cuda:0') 
Episode: 107, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2221, 0.2030]], device='cuda:0') 
Episode: 108, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2222, 0.2030]], device='cuda:0') 
Episode: 109, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2222, 0.2030]], device='cuda:0') 
Episode: 110, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2223, 0.2030]], device='cuda:0') 
Episode: 111, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2224, 0.2030]], device='cuda:0') 
Episode: 112, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2224, 0.2030]], device='cuda:0') 
Episode: 113, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2225, 0.2030]], device='cuda:0') 
Episode: 114, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2225, 0.2030]], device='cuda:0') 
Episode: 115, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2225, 0.2030]], device='cuda:0') 
Episode: 116, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2226, 0.2030]], device='cuda:0') 
Episode: 117, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2226, 0.2030]], device='cuda:0') 
Episode: 118, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2226, 0.2030]], device='cuda:0') 
Episode: 119, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2227, 0.2030]], device='cuda:0') 
Episode: 120, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2227, 0.2030]], device='cuda:0') 
Episode: 121, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2227, 0.2030]], device='cuda:0') 
Episode: 122, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2228, 0.2030]], device='cuda:0') 
Episode: 123, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2228, 0.2030]], device='cuda:0') 
Episode: 124, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2228, 0.2030]], device='cuda:0') 
Episode: 125, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2228, 0.2030]], device='cuda:0') 
Episode: 126, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2229, 0.2030]], device='cuda:0') 
Episode: 127, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2229, 0.2030]], device='cuda:0') 
Episode: 128, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2229, 0.2030]], device='cuda:0') 
Episode: 129, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2229, 0.2030]], device='cuda:0') 
Episode: 130, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2230, 0.2030]], device='cuda:0') 
Episode: 131, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2230, 0.2030]], device='cuda:0') 
Episode: 132, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2230, 0.2030]], device='cuda:0') 
Episode: 133, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2231, 0.2030]], device='cuda:0') 
Episode: 134, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2231, 0.2030]], device='cuda:0') 
Episode: 135, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2231, 0.2030]], device='cuda:0') 
Episode: 136, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2231, 0.2030]], device='cuda:0') 
Episode: 137, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2232, 0.2030]], device='cuda:0') 
Episode: 138, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2232, 0.2030]], device='cuda:0') 
Episode: 139, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2232, 0.2030]], device='cuda:0') 
Episode: 140, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2233, 0.2030]], device='cuda:0') 
Episode: 141, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2233, 0.2030]], device='cuda:0') 
Episode: 142, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2234, 0.2030]], device='cuda:0') 
Episode: 143, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2234, 0.2030]], device='cuda:0') 
Episode: 144, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2234, 0.2030]], device='cuda:0') 
Episode: 145, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2235, 0.2030]], device='cuda:0') 
Episode: 146, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2235, 0.2030]], device='cuda:0') 
Episode: 147, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2236, 0.2030]], device='cuda:0') 
Episode: 148, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2237, 0.2030]], device='cuda:0') 
Episode: 149, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2237, 0.2030]], device='cuda:0') 
Episode: 150, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2238, 0.2030]], device='cuda:0') 
Episode: 151, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2238, 0.2030]], device='cuda:0') 
Episode: 152, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2239, 0.2030]], device='cuda:0') 
Episode: 153, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2239, 0.2030]], device='cuda:0') 
Episode: 154, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2239, 0.2030]], device='cuda:0') 
Episode: 155, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2240, 0.2030]], device='cuda:0') 
Episode: 156, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2240, 0.2030]], device='cuda:0') 
Episode: 157, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2240, 0.2030]], device='cuda:0') 
Episode: 158, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2241, 0.2030]], device='cuda:0') 
Episode: 159, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2241, 0.2030]], device='cuda:0') 
Episode: 160, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2241, 0.2030]], device='cuda:0') 
Episode: 161, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2241, 0.2030]], device='cuda:0') 
Episode: 162, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2242, 0.2030]], device='cuda:0') 
Episode: 163, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2242, 0.2030]], device='cuda:0') 
Episode: 164, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2243, 0.2030]], device='cuda:0') 
Episode: 165, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2243, 0.2030]], device='cuda:0') 
Episode: 166, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2244, 0.2030]], device='cuda:0') 
Episode: 167, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2244, 0.2030]], device='cuda:0') 
Episode: 168, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2245, 0.2030]], device='cuda:0') 
Episode: 169, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2245, 0.2030]], device='cuda:0') 
Episode: 170, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2246, 0.2031]], device='cuda:0') 
Episode: 171, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2247, 0.2031]], device='cuda:0') 
Episode: 172, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2247, 0.2031]], device='cuda:0') 
Episode: 173, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2248, 0.2031]], device='cuda:0') 
Episode: 174, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2248, 0.2031]], device='cuda:0') 
Episode: 175, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2249, 0.2031]], device='cuda:0') 
Episode: 176, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2250, 0.2031]], device='cuda:0') 
Episode: 177, v_vector: tensor([[0.2118, 0.2148, 0.2150, 0.2250, 0.2031]], device='cuda:0') 
Episode: 178, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2251, 0.2031]], device='cuda:0') 
Episode: 179, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2251, 0.2031]], device='cuda:0') 
Episode: 180, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2252, 0.2031]], device='cuda:0') 
Episode: 181, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2252, 0.2031]], device='cuda:0') 
Episode: 182, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2253, 0.2031]], device='cuda:0') 
Episode: 183, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2253, 0.2031]], device='cuda:0') 
Episode: 184, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2254, 0.2031]], device='cuda:0') 
Episode: 185, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2255, 0.2031]], device='cuda:0') 
Episode: 186, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2255, 0.2031]], device='cuda:0') 
Episode: 187, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2256, 0.2031]], device='cuda:0') 
Episode: 188, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2256, 0.2031]], device='cuda:0') 
Episode: 189, v_vector: tensor([[0.2118, 0.2148, 0.2151, 0.2257, 0.2031]], device='cuda:0') 
